Timestamp,Username,VideoID,Comment,Date
2024-01-07T10:58:15Z,@JackLondonen,-f_LV-6PuFA,"if china attacks Taiwan, as Xi promised, there will be no spareparts for chinese cars.",2024-01-07T10:58:15Z
2023-09-27T10:57:12Z,@Mr_RichardH,-f_LV-6PuFA,What was the rattling noise I could hear on the interior driving shots?,2023-09-27T10:57:12Z
2024-01-07T10:59:16Z,@JackLondonen,-f_LV-6PuFA,From camera stand. I have one and it doesn't rattle if you don't do your own tunings.,2024-01-07T10:59:16Z
2023-09-27T10:53:07Z,@hishamg,-f_LV-6PuFA,"Nice car but pricey for what is basically a jacked up e208, and the wltp range is not as good as the Kona, Niro EV, and Renault Megane Etech which are around the same price. To compete with those it needs to be cheaper. I personally would wait for the price to come down or better still get it second hand in about 2 years time.",2023-09-27T10:53:07Z
2023-09-27T10:35:44Z,@arfer,-f_LV-6PuFA,"I'll continue waiting for the tsunami of Chinese EVs to arrive in a few years to bring EV prices down to approx £20,000..........no way I'm going to pay £36,000 for a car.",2023-09-27T10:35:44Z
2023-09-27T12:02:21Z,@nocapproductions5471,-f_LV-6PuFA,"I wouldn't buy a Chinese EV for patriotic reasons. I prefer stuff made in Europe or USA. I agree with you, these current EV's are too expensive while not giving you much. Hoever, finally, there is one that might change this. Next gen 3008 will start selling in the next few months. Supposedly it will be the car with the longest range in the world when it comes to under $50 000 cars.",2023-09-27T12:07:35Z
2024-01-07T10:54:38Z,@JackLondonen,-f_LV-6PuFA,"We are in war with china. China is the only big supporter of russia in a war with Ukraine. Do not buy any chinese brands whatsoever. Also no tiktok and if china attacks Taiwan, as Xi promised, there will be no spareparts for chinese cars.",2024-01-07T10:54:38Z
2023-09-27T10:33:23Z,@davelocktalk,-f_LV-6PuFA,Not as good as the hyundai kona,2023-09-27T10:33:23Z
2023-09-27T10:26:07Z,@guillaumekalfon9117,-f_LV-6PuFA,"if it was priced right for what it does, i.e. half price, then why not?",2023-09-27T10:26:07Z
2023-09-27T21:39:38Z,@garnray8568,-f_LV-6PuFA,how dumb can you be,2023-09-27T21:39:38Z
2023-09-27T10:22:20Z,@LiveTorsionParadoxTo,-f_LV-6PuFA,What a mess!,2023-09-27T10:22:20Z
2023-09-27T09:42:33Z,@paulchipperfield492,-f_LV-6PuFA,Steel wheels for over 35 grand 😂,2023-09-27T09:42:33Z
2023-09-27T09:11:39Z,@rasherbasher8203,-f_LV-6PuFA,😢😢Garbage,2023-09-27T09:11:39Z
2023-09-27T09:00:50Z,@nealy2815,-f_LV-6PuFA,Price price price.,2023-09-27T09:00:50Z
